name,category,county,country,lat,lng,Wikipedia Extract,editorial_review,why_interesting,cost,good_for,experience_collections,heritage_collections,image_url,official_website,original_name,original_county,camra_merge_status,osm_status_check,Good For,Experience Collections,Entry Cost,Notes
Fulham Palace,Stately Home,London,United Kingdom,51.470556,-0.216111,"Fulham Palace is a museum and former bishop's palace. It lies on the north bank of the River Thames in Fulham, London, previously in the former English county of Middlesex.",Keep,"Home of the Bishops of London for over 1,300 years, with gardens beside the Thames.",,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Fulham_Palace.jpg/1280px-Fulham_Palace.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.fulhampalace.org/,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Ham House,Stately Home,London,United Kingdom,51.444167,-0.314167,"Ham House is a 17th-century house set in formal gardens on the bank of the River Thames in Ham, south of Richmond in the London Borough of Richmond upon Thames. The original house was completed in 1610 by Thomas Vavasour, an Elizabethan courtier and Knight Marshal to James I. It was then leased, and later bought, by William Murray, a close friend and supporter of Charles I. The English Civil War saw the house and much of the estate sequestrated, but Murray's wife Catherine regained them on payment of a fine.",Keep,Exceptionally complete 17th-century house preserving lavish interiors created by the Duke and Duchess of Lauderdale.,,"Families, Couples, History Lovers",Worth the Detour,Civil War,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Ham_House%2C_London.jpg/1280px-Ham_House%2C_London.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.nationaltrust.org.uk/ham-house,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Hampton Court Palace,Stately Home,London,United Kingdom,51.403333,-0.3375,"Hampton Court Palace is a Grade I listed royal palace in the London Borough of Richmond upon Thames, 12 miles (19 kilometres) southwest and upstream of central London on the River Thames.
The building of the palace began in 1514 for Cardinal Thomas Wolsey, Archbishop of York and the chief minister of Henry VIII. In 1529, as Wolsey fell from favour, the cardinal gave the palace to the king to try to save his own life, which he knew was now in grave danger due to Henry VIII's deepening frustration and anger.",Keep,"Henry VIII's great Tudor palace, famous for royal apartments, vast kitchens and its historic maze.",,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Hampton_Court_Palace%2C_West_Front_Richmond_upon_Thames_1193127_20230823_0050.jpg/1280px-Hampton_Court_Palace%2C_West_Front_Richmond_upon_Thames_1193127_20230823_0050.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.hrp.org.uk/hampton-court-palace/,,,,,"history lovers, couples, family, day trip",bucket list,Ticketed / paid,
Kensington Palace,Stately Home,London,United Kingdom,51.505278,-0.188333,"Kensington Palace is a royal residence situated within Kensington Gardens in the Royal Borough of Kensington and Chelsea in London, England. It has served as a residence for the British royal family since the 17th century and is currently the official London residence of several royals, including the Prince and Princess of Wales, the Duke and Duchess of Gloucester, the Duke of Kent, Prince and Princess Michael of Kent, and Princess Eugenie alongside her husband, Jack Brooksbank.",Keep,"Royal palace where Queen Victoria was born, with apartments exploring generations of royal residents.",,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/8/80/Kensington_Palace%2C_the_South_Front_-_geograph.org.uk_-_287402.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,http://www.hrp.org.uk/kensington-palace/,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Kew Palace,Stately Home,London,United Kingdom,51.483889,-0.295,"Kew Palace is a British royal palace within the grounds of Kew Gardens on the banks of the River Thames. Originally a large complex, few elements of it survive.",Keep,"Britain's smallest royal palace, closely associated with George III and Queen Charlotte.",,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/The_Dutch_House_at_Kew_Palace.jpg/1280px-The_Dutch_House_at_Kew_Palace.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,http://www.historicroyalpalaces.org/webcode/kew_home.asp,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Allerton Hall,Stately Home,Merseyside,United Kingdom,53.3634,-2.8791,"Allerton Hall is a Grade II* listed former country house in Clarke's Gardens, Allerton, Merseyside, England. It was built in about 1736 for the Hardman family.",Keep,Eighteenth-century mansion later converted into a public house within historic Allerton parkland.,,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Allerton_Hall_2016%281%29.jpg/1280px-Allerton_Hall_2016%281%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Blickling Hall,Stately Home,Norfolk,United Kingdom,52.8118,1.2318,"Blickling Hall is a Jacobean stately home situated in 5,000 acres (2,000 ha) of parkland in a loop of the River Bure, near the village of Blickling north of Aylsham in Norfolk, England. The mansion was built on the ruins of a Tudor building for Sir Henry Hobart from 1616 and designed by Robert Lyminge.",Keep,"Jacobean mansion traditionally linked to Anne Boleyn, with an outstanding library and formal gardens.",,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Blickling_Hall_-_south-west_facade.jpg/1280px-Blickling_Hall_-_south-west_facade.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.nationaltrust.org.uk/blickling-estate/,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
"Broughton Hall, Merseyside",Stately Home,Merseyside,United Kingdom,53.424677,-2.886207,"Broughton Hall is a Gothic Revival house at Yew Tree Lane in West Derby, Liverpool, England. It was built in 1860 for Gustav Christian Schwabe, a Liverpool merchant originating from Hamburg, Germany.",Keep,Historic West Derby mansion now incorporated into the campus of Broughton Hall Catholic High School.,,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/b/b3/Broughton_Hall%2C_Liverpool.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Bylaugh Hall,Stately Home,Norfolk,United Kingdom,52.728056,1.014722,"Bylaugh Hall, also known as Bylaugh Park, is a country house situated in the parish of Bylaugh in Norfolk, England.",Keep,"Victorian mansion designed by Charles Barry Jr and Robert Richardson Banks, later rescued from severe dereliction.",,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Bylaugh_Hall_Summer_Evening.JPG/1280px-Bylaugh_Hall_Summer_Evening.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Croxteth Hall,Stately Home,Merseyside,United Kingdom,53.442,-2.891,"Croxteth Hall is a country estate and Grade II* listed building in the West Derby suburb of Liverpool, England. It is the former country estate and ancestral home of the Molyneux family, the Earls of Sefton.",Keep,"Former seat of the Earls of Sefton, preserved with working estate buildings and Victorian farm attractions.",,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Croxteth_Hall_-_IMG_2456.JPG/1280px-Croxteth_Hall_-_IMG_2456.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,http://www.croxteth.co.uk/,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Felbrigg Hall,Stately Home,Norfolk,United Kingdom,52.9074,1.2593,"Felbrigg Hall is a 17th-century English country house near the village of that name in Norfolk. Part of a National Trust property, the unaltered 17th-century house is noted for its Jacobean architecture and fine Georgian interior.",Keep,"Elegant country house with a notable library, stained glass and extensive parkland.",,"Families, Couples, History Lovers",Worth the Detour,National Trust,https://upload.wikimedia.org/wikipedia/commons/3/39/FelbriggHall%28PhilipHalling%29Jul2006.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.nationaltrust.org.uk/felbrigg-hall,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Holkham Hall,Stately Home,Norfolk,United Kingdom,52.95,0.803056,"Holkham Hall ( or ) is an 18th-century country house near the village of Holkham, Norfolk, England, constructed in the Neo-Palladian style for Thomas Coke, 1st Earl of Leicester (of the fifth creation of the title). The hall was designed by the architect William Kent, with contributions from Richard Boyle, 3rd Earl of Burlington, the Norfolk architect and surveyor, Matthew Brettingham and Coke himself.",Keep,"Palladian masterpiece built for the Coke family, surrounded by a vast working estate.",,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Holkham-Hall-South-Facafe-543.jpg/1280px-Holkham-Hall-South-Facafe-543.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,http://www.holkham.co.uk,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Houghton Hall,Stately Home,Norfolk,United Kingdom,52.8269,0.6576,"Houghton Hall ( HOW-tən) is a country house in the parish of Houghton in Norfolk, England. It is the residence of the 7th Marquess of Cholmondeley.",Keep,"Grand Palladian house built for Robert Walpole, Britain's first prime minister, now showcasing contemporary sculpture.",,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Houghton_Hall_01.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.houghtonhall.com,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Acklam Hall,Stately Home,North Yorkshire,United Kingdom,54.5457,-1.2484,"Acklam Hall is a Restoration mansion in the former village, and now suburb, of Acklam in Middlesbrough, North Yorkshire, England. It is a Grade I listed building.",Keep,"Middlesbrough's only Grade I-listed building, built in the 1680s for the Hustler family.",,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/2/2a/AcklamHall_Grounds1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.acklamhall.co.uk,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Aldby Park,Stately Home,North Yorkshire,United Kingdom,54.01735,-0.88738,"Aldby Park is a country estate in the village of Buttercrambe, near the village of Stamford Bridge in the East Riding of Yorkshire, England.
The house, replacing the original Tudor one, was built around 1725 by Jane Darley but it occupies an ancient site believed to be where Edwin of Northumbria was crowned King in 625 AD.
Aldby Park is best known as being the ancestral home of the Darley family.",Keep,Georgian country house standing in landscaped parkland beside the River Derwent.,,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Aldby_Park%2C_Buttercrambe_-_geograph.org.uk_-_1712145.jpg/1280px-Aldby_Park%2C_Buttercrambe_-_geograph.org.uk_-_1712145.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Allerton Castle,Stately Home,North Yorkshire,United Kingdom,54.01715,-1.36983,"Allerton Castle, also known as Allerton Park, is a Grade I listed nineteenth-century Gothic or Victorian Gothic house at Allerton Mauleverer in North Yorkshire, England. It was rebuilt by architect George Martin, of Baker Street, London in 1843–1853.",Keep,Dramatic Gothic Revival mansion dominated by one of England's grandest baronial halls.,,"Families, Couples, History Lovers",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/8/83/Allerton_Castle_%28geograph_3632989%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.allertoncastle.co.uk/,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
Aske Hall,Stately Home,North Yorkshire,United Kingdom,54.4256,-1.7277,"Aske Hall is a Georgian country house, with parkland attributed to Capability Brown, 1.5 miles (2.4 km) north of Richmond, North Yorkshire, England. It contains an impressive collection of 18th-century furniture, paintings and porcelain, and in its grounds a John Carr stable block converted into a chapel in Victorian times with Italianate decor, a Gothic-style folly built by Daniel Garrett circa 1745, coach house with carriage, Victorian stable block, walled garden, terraced garden and lake with a Roman-style temple.",Keep,"Country seat of the Marquesses of Zetland, set within sweeping North Yorkshire parkland.",,"Families, Couples, History Lovers",Worth the Detour,Roman Britain,https://upload.wikimedia.org/wikipedia/commons/b/b0/Aske_Hall_-_geograph.org.uk_-_3961034.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, couples, family, day trip",worth the detour,Ticketed / paid,
